order_id,customer_id,order_date,status,total_amount
357,3,2026-05-23,returned,1384.6
358,478,2024-03-25,returned,2888.32
359,121,2026-03-28,placed,2407.62
360,79,2024-08-06,returned,3785.72
361,184,2026-06-04,delivered,1149.38
362,457,2023-06-12,placed,4140.89
363,457,2025-11-01,returned,2602.18
364,413,2025-10-01,returned,1190.32
365,248,2026-02-15,delivered,478.88
366,136,2026-06-02,delivered,1472.66
367,233,2025-05-01,placed,168.3
368,496,2025-04-29,returned,2144.86
369,460,2023-03-14,placed,4855.37
370,40,2024-12-05,returned,1611.88
371,247,2024-03-05,cancelled,1365.72
372,76,2025-01-29,placed,961.34
373,373,2024-03-15,delivered,1220.92
374,242,2025-07-26,cancelled,1836.66
375,262,2023-07-25,delivered,1503.44
376,198,2025-06-24,shipped,527.48
377,466,2026-09-02,returned,1486.4
378,277,2026-07-29,placed,2157.42
379,131,2025-10-08,cancelled,1433.89
380,3,2025-02-12,placed,4285.19
381,217,2023-05-02,returned,2280.8
382,287,2024-08-03,returned,2834.11
383,261,2025-11-22,cancelled,2340.93
384,223,2023-07-18,placed,377.12
385,312,2024-03-27,placed,2738.21
386,402,2024-10-01,returned,3285.67
387,103,2025-09-28,returned,459.99
388,282,2025-01-06,delivered,3417.91
389,258,2023-12-19,delivered,3906.42
390,388,2024-06-19,delivered,4122.12
391,212,2024-08-06,delivered,1702.14
392,383,2025-07-26,shipped,2183.72
393,62,2025-10-21,placed,2298.05
394,392,2024-10-08,returned,2898.42
395,17,2023-09-24,returned,1446.3
396,195,2024-06-15,returned,924.99
397,133,2025-02-06,shipped,2513.41
398,293,2025-01-24,shipped,5020.88
399,5,2026-09-02,shipped,3228.81
400,354,2024-12-05,shipped,722.67
401,323,2023-11-22,placed,1686.69
402,333,2023-12-24,returned,2096.34
403,229,2024-08-01,placed,4318.62
404,37,2025-07-09,placed,1390.32
405,310,2025-02-13,cancelled,2032.2
406,121,2023-06-01,delivered,403.08
407,49,2024-07-09,placed,523.54
408,378,2024-05-05,delivered,2290.35
409,70,2023-09-14,returned,2325.92
410,328,2024-04-08,returned,1964.36
411,6,2025-05-30,placed,3707.89
412,281,2025-10-31,delivered,2461.88
413,113,2023-08-16,delivered,521.44
414,410,2024-04-15,returned,2016.55
415,140,2026-01-09,returned,2015.27
416,120,2025-12-14,placed,1631.83
417,256,2025-04-17,delivered,595.59
418,431,2024-08-14,delivered,2084.83
419,395,2026-05-27,placed,2697.53
420,455,2023-11-10,placed,724.42
421,142,2025-07-10,returned,18.84
422,22,2023-07-29,returned,1975.7
423,331,2025-09-06,shipped,3071.28
424,225,2023-04-26,returned,2194.89
425,307,2025-09-20,returned,1144.21
426,398,2023-11-23,returned,3533.15
427,350,2025-04-14,cancelled,1819.8
428,51,2023-07-18,placed,4886.3
429,32,2026-01-23,delivered,2956.47
430,119,2024-01-22,returned,3607.67
431,360,2024-04-06,cancelled,554.46
432,259,2025-12-16,delivered,3137.96
433,212,2024-02-15,cancelled,2653.24
434,232,2024-09-25,cancelled,1763.61
435,12,2024-03-22,delivered,2237.3
436,292,2025-09-21,shipped,1192.47
437,89,2023-10-12,cancelled,3389.67
438,435,2025-01-04,returned,127.16
439,269,2025-10-05,placed,2437.86
440,386,2025-01-07,returned,1147.17
441,223,2025-04-17,shipped,1058.54
442,377,2026-08-26,returned,1168.65
443,295,2025-07-23,placed,858.6
444,179,2025-06-17,shipped,1762.14
445,474,2024-05-21,shipped,307.28
446,28,2026-05-02,shipped,1402.45
447,319,2024-12-09,shipped,131.45
448,31,2023-12-10,delivered,131.81
449,339,2023-03-22,delivered,1079.93
450,249,2023-09-27,returned,1312.83
451,155,2025-07-25,shipped,1467.4
452,294,2023-12-31,shipped,2637.68
453,466,2024-09-16,shipped,1457.05
454,97,2026-06-24,placed,1296.72
455,314,2023-03-31,shipped,3826.83
456,252,2025-06-06,cancelled,697.11
457,487,2025-06-10,cancelled,1688.04
458,225,2026-05-11,returned,3832.51
459,232,2024-04-29,cancelled,1968.0
460,21,2023-05-26,returned,3495.71
461,28,2024-01-29,returned,293.07
462,300,2026-04-02,returned,1119.58
463,460,2024-06-03,shipped,1420.66
464,363,2026-08-09,cancelled,2342.11
465,374,2024-11-14,cancelled,173.0
466,255,2025-08-11,cancelled,2653.76
467,76,2026-04-29,placed,1420.9
468,92,2024-10-13,shipped,2859.28
469,460,2025-03-13,cancelled,1689.76
470,34,2023-04-29,delivered,1904.49
471,374,2023-09-25,returned,649.17
472,435,2026-07-23,delivered,3435.92
473,93,2025-01-23,returned,1486.06
474,321,2025-08-15,placed,1687.03
475,327,2023-02-23,shipped,693.12
476,131,2026-05-24,placed,2092.81
477,100,2024-02-14,delivered,4106.96
478,275,2024-10-20,delivered,1952.77
479,77,2025-09-27,delivered,1260.48
480,432,2023-01-25,shipped,5011.6
481,155,2025-07-08,shipped,2800.81
482,74,2024-04-22,placed,1440.28
483,338,2024-02-11,delivered,963.69
484,108,2026-08-31,delivered,1774.66
485,140,2026-08-08,shipped,119.81
486,180,2024-01-06,returned,1941.17
487,26,2023-03-25,shipped,57.43
488,28,2023-12-13,placed,3663.82
489,387,2024-06-04,cancelled,3804.73
490,201,2026-09-05,shipped,2923.4
491,145,2026-08-24,delivered,2514.7
492,281,2026-06-22,shipped,3236.21
493,40,2026-06-29,returned,2002.5
494,331,2023-10-31,placed,888.38
495,463,2024-04-04,placed,1697.28
496,229,2024-06-11,shipped,1839.09
497,480,2023-07-04,cancelled,2193.78
498,282,2025-09-07,placed,177.9
499,145,2024-11-30,placed,2081.88
500,223,2025-06-30,returned,2169.92
501,185,2026-03-18,cancelled,219.22
502,454,2025-07-11,cancelled,4229.28
503,231,2024-07-14,cancelled,2752.28
504,280,2025-02-08,returned,544.62
505,375,2024-07-27,returned,734.07
506,277,2024-02-24,returned,1845.8
507,170,2025-03-24,cancelled,1464.51
508,243,2024-08-26,returned,476.85
509,43,2023-06-27,shipped,2758.61
510,190,2025-05-26,shipped,1264.35
511,421,2025-02-19,shipped,3907.7
512,387,2025-07-08,placed,809.52
513,155,2023-09-29,cancelled,3373.44
514,273,2023-07-05,delivered,2313.81
515,302,2025-07-14,shipped,2055.34
516,18,2026-04-22,placed,3524.66
517,461,2026-05-07,returned,582.0
518,473,2024-08-01,delivered,2762.86
519,136,2026-05-06,shipped,2861.18
520,330,2025-10-31,placed,1169.71
521,1,2025-05-31,placed,2202.25
522,2,2025-01-29,cancelled,1246.66
523,390,2023-08-01,delivered,789.8
524,200,2023-04-02,placed,952.99
525,304,2024-12-17,shipped,2362.62
526,22,2025-08-24,cancelled,1881.36
527,446,2023-09-05,returned,1419.56
528,10,2026-02-02,cancelled,3668.4
529,55,2023-07-15,placed,1750.78
530,494,2023-02-09,shipped,342.14
531,62,2024-03-04,delivered,797.04
532,474,2026-07-31,returned,396.57
533,324,2026-07-15,returned,1021.55
534,414,2024-02-12,cancelled,1479.26
535,481,2025-09-29,shipped,2574.91
536,442,2026-01-09,returned,3265.04
537,187,2025-05-05,delivered,617.2
538,380,2025-09-19,placed,2791.44
539,57,2023-07-24,delivered,2525.3
540,38,2023-09-10,cancelled,4676.79
541,104,2023-06-26,delivered,1071.9
542,88,2023-02-05,delivered,1374.0
543,284,2026-08-18,shipped,1727.16
544,111,2025-04-09,returned,2099.42
545,460,2025-03-24,placed,2563.6
546,124,2025-04-03,placed,2089.42
547,440,2025-03-12,returned,3737.11
548,152,2023-11-07,cancelled,3231.07
549,57,2023-02-05,cancelled,615.56
550,172,2023-04-17,shipped,3659.33
551,249,2025-11-14,returned,3692.57
552,40,2023-06-30,placed,1226.3
553,267,2026-02-11,placed,2255.61
554,12,2024-09-22,shipped,3980.81
555,117,2025-05-23,cancelled,2706.45
556,147,2023-09-05,shipped,666.56
557,295,2024-06-04,shipped,1540.92
558,63,2024-09-28,placed,3732.79
559,497,2023-08-09,returned,2492.96
560,72,2023-11-01,returned,203.81
561,431,2024-07-03,shipped,2420.39
562,491,2026-07-26,placed,2378.77
563,158,2026-05-28,cancelled,3521.94
564,156,2026-07-01,cancelled,2926.11
565,427,2023-10-27,cancelled,1316.94
566,406,2025-06-21,placed,1700.57
567,341,2023-09-30,delivered,3478.67
568,290,2023-10-02,cancelled,3148.55
569,84,2023-08-26,returned,699.66
570,355,2026-07-07,shipped,486.66
571,393,2024-08-13,shipped,548.28
572,447,2025-04-09,delivered,1917.92
573,191,2025-07-13,cancelled,1566.58
574,473,2026-03-10,placed,3467.08
575,61,2026-04-07,shipped,908.9
576,41,2024-07-28,cancelled,388.47
577,388,2025-11-09,cancelled,21.23
578,338,2025-03-28,returned,1937.39
579,15,2026-01-12,placed,1677.39
580,257,2025-08-25,returned,320.84
581,367,2024-06-13,shipped,2153.8
582,302,2026-06-16,shipped,1566.31
583,57,2025-02-07,returned,1107.23
584,253,2024-12-21,placed,4011.88
585,459,2025-05-12,cancelled,764.58
586,203,2025-08-04,cancelled,2216.31
587,411,2023-02-21,cancelled,2274.61
588,251,2023-05-27,cancelled,455.42
589,256,2024-09-06,placed,623.08
590,339,2026-03-25,returned,3013.7
591,17,2026-03-25,cancelled,642.84
592,193,2023-11-27,cancelled,3279.26
593,57,2024-12-23,returned,2893.54
594,15,2026-08-15,returned,533.07
595,380,2023-02-22,returned,580.14
596,220,2024-06-04,delivered,796.74
597,34,2025-10-25,delivered,29.52
598,167,2026-07-17,placed,2341.37
599,51,2023-09-13,cancelled,342.6
600,258,2024-08-13,delivered,1056.53
601,434,2026-04-03,placed,2965.48
602,272,2025-11-05,cancelled,3714.77
603,129,2024-01-20,returned,4147.76
604,187,2023-08-12,cancelled,2017.48
605,211,2024-01-31,delivered,847.5
606,137,2026-05-20,delivered,611.8
607,126,2025-07-16,delivered,1804.13
608,22,2026-04-29,cancelled,160.38
609,153,2024-09-15,placed,1460.73
610,47,2025-05-18,shipped,3839.06
611,131,2023-05-02,returned,1053.93
612,58,2024-11-03,delivered,3744.36
613,404,2023-08-30,shipped,2258.32
614,122,2025-02-25,cancelled,3580.01
615,451,2026-04-16,cancelled,412.48
616,482,2025-01-04,cancelled,4491.15
617,309,2024-06-12,returned,1029.08
618,103,2024-03-10,delivered,2497.8
619,164,2023-02-03,cancelled,3435.81
620,484,2024-09-01,returned,1369.72
621,499,2026-04-20,cancelled,1268.04
622,77,2026-04-18,placed,1817.87
623,366,2026-04-01,shipped,1560.47
624,106,2023-05-02,returned,462.62
625,500,2024-03-11,delivered,2006.28
626,241,2025-05-21,shipped,2926.16
627,286,2025-08-14,placed,476.22
628,182,2023-08-09,returned,1639.03
629,477,2025-09-12,delivered,2289.33
630,428,2023-05-03,delivered,2460.72
631,252,2025-08-07,shipped,1887.05
632,364,2025-05-02,returned,1997.08
633,422,2023-04-25,delivered,3251.56
634,349,2025-08-08,placed,1551.54
635,23,2025-09-03,returned,1193.25
636,131,2026-08-03,shipped,591.22
637,207,2025-04-02,delivered,2100.96
638,309,2023-08-03,shipped,1463.19
639,308,2025-01-09,cancelled,1625.76
640,315,2023-03-01,shipped,3246.85
641,270,2023-08-18,returned,885.96
642,465,2024-03-26,cancelled,1493.08
643,470,2026-03-17,placed,2925.97
644,432,2026-03-05,cancelled,1755.96
645,153,2023-08-06,delivered,4622.11
646,3,2023-07-14,cancelled,659.24
647,236,2025-10-30,cancelled,3826.06
648,357,2023-03-10,shipped,1304.28
649,333,2024-02-19,shipped,2399.69
650,242,2025-09-08,placed,2606.61
651,435,2026-07-15,cancelled,1937.04
652,332,2024-01-24,cancelled,2493.08
653,225,2023-08-31,shipped,5070.53
654,384,2026-04-22,placed,1548.15
655,184,2026-07-14,delivered,832.97
656,117,2023-01-05,placed,5314.75
657,387,2025-10-25,placed,412.69
658,22,2023-01-17,returned,436.08
659,467,2024-10-30,delivered,2537.06
660,51,2024-11-01,shipped,2198.07
661,415,2025-12-21,cancelled,988.56
662,386,2025-03-28,returned,4790.83
663,368,2024-10-25,returned,482.49
664,396,2023-10-19,shipped,4150.87
665,161,2025-06-05,delivered,703.3
666,229,2024-09-01,shipped,4960.52
667,277,2024-08-16,delivered,822.36
668,456,2025-03-19,returned,3655.63
669,294,2023-01-09,placed,1995.56
670,265,2026-03-31,returned,2349.96
671,42,2024-01-09,placed,481.5
672,229,2025-04-24,placed,4211.52
673,226,2026-01-07,cancelled,1220.24
674,81,2023-10-07,returned,502.18
675,192,2023-09-06,delivered,848.1
676,420,2023-03-16,cancelled,115.32
677,23,2024-04-14,cancelled,4108.57
678,342,2023-07-15,cancelled,934.35
679,461,2023-02-13,cancelled,1741.58
680,408,2025-02-15,delivered,2575.82
681,480,2025-03-21,returned,1370.92
682,274,2024-03-21,returned,1342.77
683,163,2023-04-28,cancelled,1938.42
684,79,2023-05-27,delivered,1117.98
685,166,2026-08-28,delivered,2665.61
686,284,2023-08-05,cancelled,206.71
687,120,2024-01-18,placed,624.61
688,326,2025-06-07,returned,1359.72
689,217,2025-07-29,returned,2329.65
690,430,2025-02-08,cancelled,825.65
691,203,2025-01-25,placed,2646.9
692,485,2026-07-22,delivered,1121.47
693,355,2025-10-04,shipped,28.48
694,5,2024-04-29,shipped,3547.07
695,181,2023-02-18,cancelled,1567.56
696,418,2025-10-29,returned,328.61
697,421,2024-03-09,cancelled,357.56
698,100,2026-04-21,returned,1820.91
699,355,2026-01-07,returned,3340.33
700,265,2025-10-16,placed,2024.96
701,201,2026-02-07,shipped,2584.42
702,160,2023-03-29,placed,875.24
703,13,2024-09-24,returned,2312.18
704,398,2023-06-13,returned,1074.59
705,313,2026-03-01,cancelled,281.83
706,151,2024-03-18,cancelled,2646.39
707,481,2024-07-10,placed,1838.47
708,132,2023-10-10,delivered,1936.18
709,454,2023-10-08,returned,1193.87
710,5,2023-03-20,returned,2494.55
711,240,2025-02-06,returned,1436.39
712,472,2026-08-09,placed,957.82
713,394,2024-12-11,delivered,1363.07
714,324,2023-04-28,returned,676.75
