order_item_id,order_id,product_id,quantity,unit_price
300,107,178,2,361.99
301,107,12,4,185.33
302,107,185,2,484.95
303,107,157,3,377.43
304,108,137,2,158.19
305,108,121,2,187.08
306,109,119,3,390.17
307,109,129,4,483.3
308,109,52,2,437.14
309,109,14,4,437.69
310,110,32,3,46.52
311,110,42,3,227.41
312,110,132,2,416.37
313,110,24,2,409.27
314,110,90,1,210.37
315,111,61,4,497.29
316,111,96,2,18.95
317,111,26,3,396.73
318,112,121,2,380.63
319,112,121,4,309.6
320,112,21,1,131.68
321,113,187,4,60.04
322,113,74,2,154.07
323,113,13,2,212.81
324,113,160,4,36.09
325,113,128,1,317.82
326,114,75,4,5.77
327,114,91,2,287.48
328,115,93,1,476.93
329,115,140,1,198.27
330,115,121,1,319.66
331,115,96,3,374.92
332,115,92,1,175.68
333,116,189,3,71.04
334,116,91,3,407.69
335,116,45,4,490.51
336,116,123,2,406.69
337,116,17,4,23.31
338,117,11,3,467.02
339,117,132,4,494.62
340,118,10,2,146.62
341,118,200,1,433.57
342,118,85,3,66.62
343,119,191,4,447.85
344,119,99,3,486.99
345,119,128,4,186.84
346,119,133,3,401.57
347,120,111,2,275.01
348,121,84,3,156.72
349,122,177,4,179.02
350,122,11,3,309.35
351,123,20,4,184.84
352,124,37,4,22.23
353,125,93,4,474.99
354,125,9,2,341.14
355,125,95,3,224.75
356,126,136,3,202.03
357,126,167,3,128.56
358,127,128,4,457.2
359,127,31,3,388.61
360,128,157,3,348.52
361,128,126,2,65.71
362,129,45,4,498.64
363,129,175,3,335.58
364,129,182,1,277.25
365,129,75,3,426.42
366,130,131,2,65.07
367,130,52,2,122.18
368,130,127,1,183.64
369,131,142,2,307.91
370,131,23,1,158.1
371,131,184,4,265.22
372,131,197,4,412.55
373,132,165,1,227.74
374,132,175,3,68.53
375,132,200,2,385.05
376,133,15,1,261.46
377,133,78,2,85.17
378,133,182,2,176.28
379,133,133,3,423.74
380,133,65,2,319.35
381,134,161,3,309.14
382,134,24,2,297.95
383,135,169,3,422.05
384,135,145,1,413.49
385,136,165,3,327.31
386,137,159,1,251.53
387,137,161,3,322.74
388,137,78,4,126.21
389,137,176,4,152.23
390,138,113,4,244.7
391,138,53,3,305.3
392,139,103,2,381.53
393,139,132,1,162.96
394,139,120,1,137.4
395,140,13,3,472.97
396,141,64,2,407.67
397,141,148,3,98.97
398,141,41,4,498.0
399,141,120,4,440.14
400,142,101,4,483.51
401,143,13,1,144.27
402,143,153,4,146.45
403,143,3,1,218.31
404,144,196,4,186.14
405,144,103,1,287.29
406,144,50,3,278.85
407,145,116,3,413.53
408,145,160,1,68.69
409,145,25,4,189.73
410,145,87,3,378.71
411,145,51,4,252.54
412,146,183,3,402.96
413,146,133,4,78.73
414,147,84,3,85.44
415,147,158,3,298.89
416,148,126,3,240.07
417,148,5,3,168.96
418,148,29,4,293.93
419,148,186,1,300.47
420,148,68,2,362.09
421,149,135,4,78.15
422,149,175,2,20.63
423,150,5,4,160.28
424,150,39,4,346.8
425,151,121,1,354.36
426,151,133,2,282.64
427,151,170,4,265.11
428,151,81,2,232.53
429,151,137,3,275.41
430,152,124,2,478.88
431,152,72,3,116.31
432,152,77,3,353.93
433,152,177,4,161.94
434,152,90,3,147.46
435,153,102,3,477.53
436,153,38,3,25.82
437,153,183,1,176.45
438,153,114,3,374.93
439,154,70,3,72.95
440,154,158,2,125.02
441,154,172,2,320.78
442,154,14,1,209.58
443,154,184,4,54.77
444,155,141,2,206.42
445,156,167,2,379.18
446,156,74,3,146.28
447,156,16,1,327.89
448,156,60,1,457.05
449,157,10,4,395.04
450,157,48,3,438.99
451,158,155,1,464.59
452,158,86,3,229.9
453,158,165,4,445.18
454,158,35,4,140.05
455,158,29,3,85.43
456,159,4,3,396.43
457,159,146,2,91.87
458,160,132,3,47.94
459,160,172,1,96.47
460,160,36,4,165.18
461,160,64,1,134.09
462,161,85,3,293.32
463,161,147,1,134.47
464,161,93,2,35.75
465,162,41,4,344.61
466,162,181,3,346.69
467,162,164,3,186.93
468,163,123,2,230.21
469,163,156,3,210.84
470,164,171,2,382.12
471,164,175,1,265.13
472,164,136,3,43.66
473,164,145,1,35.57
474,164,141,2,288.49
475,165,134,4,62.54
476,165,53,4,50.02
477,165,131,4,405.3
478,166,107,4,284.14
479,166,144,4,338.02
480,166,79,1,200.99
481,166,1,2,291.26
482,166,12,4,175.54
483,167,18,4,20.71
484,168,197,4,190.36
485,168,98,4,435.46
486,169,21,2,328.5
487,169,90,1,93.34
488,169,138,4,266.78
489,169,187,2,418.24
490,170,119,4,268.31
491,170,59,2,233.01
492,170,40,3,98.3
493,171,170,4,309.39
494,172,53,1,54.94
495,172,9,4,300.9
496,173,190,1,204.12
497,173,60,2,378.42
498,174,129,3,120.91
499,174,188,3,290.85
500,175,78,2,492.92
501,175,134,2,209.71
502,176,152,2,314.87
503,176,110,4,28.21
504,176,89,4,393.97
505,176,82,4,207.09
506,176,77,4,96.02
507,177,58,3,429.48
508,177,37,4,457.8
509,178,143,2,197.27
510,178,66,2,168.48
511,178,21,4,424.33
512,178,24,2,30.51
513,179,11,1,98.14
514,179,195,2,242.3
515,179,86,3,478.72
516,179,4,2,468.89
517,179,190,1,374.71
518,180,179,2,201.33
519,180,62,3,388.88
520,181,167,3,157.67
521,181,93,4,235.67
522,181,185,4,382.01
523,181,82,2,188.5
524,181,106,1,283.45
525,182,67,4,151.12
526,183,98,2,252.15
527,183,168,3,132.38
528,184,118,2,367.72
529,184,91,2,74.28
530,184,140,4,96.1
531,184,139,1,264.35
532,185,196,1,209.13
533,186,182,2,9.53
534,187,16,4,331.35
535,187,5,1,268.45
536,187,106,1,13.28
537,188,74,1,253.6
538,188,179,4,404.05
539,188,46,1,459.43
540,188,135,2,124.28
541,188,159,3,408.53
542,189,96,4,232.2
543,190,176,1,328.6
544,190,167,1,51.28
545,190,98,4,278.59
546,191,22,4,423.44
547,191,166,3,285.1
548,192,11,2,109.65
549,192,178,4,139.19
550,192,20,3,450.16
551,192,145,1,93.78
552,192,81,1,480.93
553,193,20,3,85.41
554,193,62,4,340.13
555,193,139,3,195.0
556,193,190,2,396.3
557,194,191,3,31.58
558,194,112,2,420.14
559,194,88,4,484.62
560,194,84,1,318.89
561,194,116,4,117.93
562,195,48,4,47.42
563,195,159,3,400.04
564,195,183,1,45.61
565,195,40,4,357.28
566,196,82,3,57.74
567,196,2,3,225.14
568,196,195,3,55.6
569,196,23,2,218.33
570,197,105,1,18.0
571,197,91,1,300.48
572,197,84,4,11.11
573,197,106,4,390.69
574,197,186,2,288.12
575,198,36,3,154.06
576,198,127,2,36.32
577,199,77,4,392.42
578,199,93,3,472.39
579,199,185,4,298.93
580,199,51,4,57.95
581,200,86,4,403.02
582,200,85,4,170.69
583,200,167,2,153.72
584,200,155,2,242.11
585,201,75,4,484.04
586,201,63,3,191.15
587,201,101,3,61.37
588,202,140,2,342.45
589,202,141,1,476.74
590,202,119,2,222.04
591,202,75,1,410.39
592,202,105,4,73.89
593,203,169,2,359.04
594,203,97,1,227.29
595,203,154,4,293.21
596,204,140,1,396.41
597,204,93,1,59.14
598,204,64,3,87.34
599,204,157,1,283.79
600,205,111,1,10.22
601,205,67,2,257.78
602,205,133,2,225.66
603,206,177,2,175.76
604,206,7,4,56.75
605,206,107,1,62.45
606,206,187,2,177.42
607,206,88,4,393.21
608,207,122,1,221.89
609,207,179,4,162.86
610,207,77,1,406.04
611,208,166,1,340.18
612,208,43,2,260.42
613,208,142,2,168.84
614,209,104,2,97.26
615,209,169,4,200.81
616,210,116,4,197.47
617,210,181,2,106.86
618,211,27,2,186.07
619,211,51,4,61.41
620,211,172,4,266.22
621,211,164,3,300.5
622,211,157,4,295.57
623,212,159,2,407.8
624,212,181,3,459.75
625,212,152,1,337.69
626,212,81,1,123.09
627,213,178,2,257.86
628,213,108,2,289.53
629,213,109,2,245.9
630,214,43,4,147.97
631,214,48,3,421.78
632,214,159,1,433.43
633,214,3,4,72.58
634,214,99,4,207.52
635,215,126,2,45.92
636,215,8,2,149.58
637,215,71,2,271.12
638,215,44,4,285.0
639,216,131,1,288.49
640,216,69,3,273.31
641,216,194,1,381.2
642,216,113,2,494.94
643,216,27,2,152.37
644,217,90,1,222.34
645,217,31,2,108.89
646,217,189,3,431.22
647,218,158,2,393.5
648,218,53,1,287.19
649,219,138,2,165.21
650,219,181,3,148.22
651,219,69,1,72.12
652,219,193,4,459.79
653,219,71,2,352.21
654,220,183,3,415.1
655,220,195,4,247.28
656,221,97,4,42.38
657,221,197,1,204.41
658,221,192,3,348.88
659,221,95,4,475.38
660,222,199,1,366.81
661,223,137,4,112.83
662,224,69,3,415.03
663,224,87,2,285.24
664,224,125,3,447.61
665,224,196,1,27.74
666,225,32,2,223.44
667,226,177,2,441.66
668,226,78,2,437.84
669,227,168,3,128.94
670,228,102,3,364.36
671,229,168,1,353.33
672,229,1,2,241.02
673,229,34,2,262.12
674,229,114,1,8.99
675,230,178,2,241.46
676,230,59,4,49.22
677,230,27,1,160.11
678,230,77,2,194.45
679,231,18,1,307.11
680,231,43,4,178.84
681,232,158,4,430.68
682,232,23,1,74.31
683,232,32,4,179.01
684,232,110,3,396.58
685,233,64,3,390.59
686,234,53,2,375.18
687,234,76,1,392.98
688,234,62,4,196.01
689,235,19,1,493.51
690,235,82,2,196.48
691,235,146,4,185.88
692,235,175,2,382.55
693,235,198,1,13.26
694,236,56,1,461.68
695,236,102,3,316.14
696,236,129,4,214.67
697,237,138,2,142.35
698,237,80,1,258.1
699,237,53,2,270.51
700,237,101,1,158.53
701,237,112,2,33.66
702,238,117,1,158.1
703,239,4,2,352.24
704,240,134,3,87.65
705,240,33,3,367.8
706,240,31,1,170.83
707,241,17,3,357.6
708,241,148,1,250.59
709,241,131,3,32.44
710,241,146,2,187.01
711,241,66,1,447.66
712,242,190,1,26.8
713,242,4,2,27.76
714,243,46,1,278.67
715,243,183,4,116.14
716,244,70,1,287.91
717,244,31,1,93.78
718,244,133,1,477.27
719,245,199,3,167.01
720,245,142,4,8.94
721,245,52,3,284.08
722,246,119,3,297.89
723,246,127,2,367.57
724,247,2,4,16.84
725,247,139,3,319.79
726,248,1,4,425.26
727,248,187,3,56.45
728,248,136,2,212.81
729,249,183,3,51.05
730,249,60,4,351.92
731,250,149,1,255.19
732,251,152,1,220.32
733,252,75,3,426.2
734,252,101,3,162.44
735,253,52,2,391.07
736,254,28,2,227.54
737,254,81,4,64.76
738,255,79,4,136.18
739,255,31,1,83.02
740,255,176,3,414.06
741,255,179,1,111.44
742,256,24,2,484.36
743,256,102,1,340.21
744,257,104,4,280.2
745,258,119,1,402.93
746,259,16,2,69.7
747,260,176,1,293.25
748,260,67,1,15.79
749,260,17,2,451.74
750,261,85,1,26.13
751,262,147,4,411.73
752,262,102,4,19.59
753,263,91,2,454.61
754,263,71,3,225.78
755,264,159,2,325.4
756,264,128,4,441.98
757,264,123,1,48.42
758,264,99,2,212.52
759,264,165,2,317.22
760,265,98,3,242.44
761,266,145,3,197.25
762,266,47,1,162.84
763,266,57,1,448.4
764,267,121,3,384.59
765,268,64,2,136.93
766,269,148,4,180.63
767,269,45,2,122.09
768,270,8,3,474.04
769,270,145,2,283.74
770,270,49,4,273.35
771,270,45,4,23.79
772,270,15,2,302.82
773,271,1,3,459.36
774,271,52,2,173.68
775,271,46,3,34.48
776,271,38,2,388.31
777,272,19,3,353.75
778,272,170,4,295.08
779,272,87,3,164.69
780,273,164,4,326.34
781,273,45,3,115.5
782,273,151,2,192.3
783,273,188,3,68.04
784,274,101,1,95.13
785,274,82,2,321.63
786,274,27,4,74.62
787,274,191,1,122.81
788,274,82,2,319.91
789,275,115,1,136.28
790,275,64,1,178.49
791,275,28,1,28.83
792,276,106,4,441.48
793,276,90,4,55.21
794,277,42,4,41.49
795,277,9,3,14.94
796,278,88,2,444.53
797,279,24,3,299.05
798,279,158,4,353.73
799,279,111,2,305.62
800,279,112,2,31.51
801,279,85,2,487.33
802,280,68,3,152.21
803,280,25,1,199.49
804,280,141,4,81.03
805,280,93,1,216.66
806,280,76,4,103.84
807,281,164,3,488.64
808,281,122,1,157.63
809,282,170,3,50.11
810,282,140,4,96.52
811,282,98,3,97.36
812,282,12,3,222.67
813,283,145,1,79.81
814,283,179,1,47.43
815,283,89,4,485.5
816,284,16,4,410.11
817,284,108,4,288.49
818,284,61,4,152.93
819,284,102,1,253.54
820,284,133,2,64.54
821,285,43,2,405.19
822,285,33,1,214.57
823,286,161,2,417.88
824,286,67,3,455.85
825,287,100,4,278.27
826,288,118,1,394.34
827,288,160,4,60.7
828,288,39,2,285.46
829,288,150,1,462.84
830,288,145,1,393.94
831,289,106,3,194.61
832,289,125,4,23.55
833,289,71,4,76.21
834,290,102,3,346.8
835,291,96,1,172.24
836,291,78,3,143.77
837,291,126,1,486.39
838,292,191,4,388.15
839,292,83,3,365.76
840,292,155,1,98.03
841,293,195,3,411.4
842,293,132,2,37.48
843,293,182,4,72.15
844,293,135,1,91.0
845,294,64,1,230.94
846,295,71,3,412.64
847,295,130,4,319.53
848,296,96,4,299.05
849,296,46,4,295.51
850,297,67,1,146.11
851,297,99,1,85.64
852,298,166,2,340.46
853,298,69,4,259.07
854,299,34,2,302.57
855,299,3,2,129.93
856,299,79,3,214.78
857,299,97,3,232.2
858,300,174,4,294.32
859,300,2,3,282.92
860,300,153,3,152.75
861,301,87,3,322.09
862,302,168,3,98.24
863,302,133,2,450.35
864,302,154,4,331.96
865,303,168,4,498.75
866,304,100,1,293.6
867,304,147,2,174.87
868,304,183,2,344.73
869,304,164,4,453.73
870,305,77,2,421.12
871,305,143,2,150.42
872,305,121,2,371.75
873,305,186,2,473.73
874,305,86,1,115.02
875,306,85,3,133.98
876,306,76,4,426.35
877,306,121,1,433.86
878,306,150,1,238.75
879,307,175,4,267.27
880,308,36,2,174.62
881,308,146,4,75.9
882,309,125,3,317.36
883,310,2,4,140.4
884,311,196,2,247.34
885,311,196,1,69.06
886,311,112,4,204.68
887,311,123,4,7.31
888,311,137,2,366.68
889,312,194,2,13.87
890,312,2,2,117.0
891,312,89,3,68.82
892,313,79,2,37.32
893,313,12,3,474.49
894,313,117,3,219.66
895,313,176,2,174.65
896,313,126,3,376.31
897,314,59,2,364.95
898,315,151,2,65.97
899,316,164,3,386.77
900,316,160,1,298.99
901,316,13,1,328.52
902,316,6,1,346.43
903,317,32,3,239.83
904,317,40,2,349.12
905,317,162,1,154.05
906,317,170,1,332.93
907,318,180,2,212.32
908,318,27,1,144.94
909,318,28,4,103.33
910,318,52,3,416.59
911,318,52,3,353.2
912,319,141,4,455.63
913,320,61,1,11.31
914,320,23,1,418.44
915,320,172,4,78.83
916,321,186,1,452.87
917,322,76,3,234.82
918,322,26,2,437.7
919,322,75,3,401.79
920,322,81,4,370.58
921,323,36,2,167.69
922,324,69,1,189.45
923,324,88,2,61.35
924,324,103,4,139.56
925,324,99,4,400.95
926,324,167,2,60.96
927,325,27,4,456.06
928,325,124,4,94.72
929,326,8,2,244.12
930,326,125,1,444.36
931,326,113,1,36.35
932,326,168,3,11.12
933,326,174,2,489.06
934,327,134,1,219.26
935,327,187,2,243.56
936,327,170,4,78.58
937,327,143,1,10.76
938,327,41,4,426.68
939,328,193,4,163.71
940,329,130,2,277.5
941,330,21,4,224.87
942,330,147,4,48.57
943,331,31,4,373.89
944,331,5,1,204.7
945,331,10,1,413.82
946,332,164,3,445.6
947,332,144,2,329.03
948,332,117,3,184.85
949,332,14,2,422.94
950,332,85,4,359.75
951,333,25,2,6.09
952,334,134,3,352.54
953,334,12,2,248.75
954,334,184,4,57.95
955,334,157,2,97.83
956,334,101,2,231.24
957,335,28,4,28.02
958,335,163,1,387.21
959,335,116,4,330.94
960,336,128,1,267.53
961,336,13,4,420.21
962,337,178,2,366.59
963,337,33,1,196.77
964,338,130,4,212.24
965,338,156,2,140.43
966,338,88,3,229.16
967,339,155,3,422.32
968,339,141,3,357.38
969,339,142,2,104.44
970,339,160,3,344.87
971,340,129,3,356.62
972,340,195,3,283.33
973,341,173,3,439.35
974,341,109,1,263.75
975,341,7,4,76.94
976,341,172,1,103.95
977,342,175,3,77.48
978,342,16,3,105.98
979,342,139,1,182.55
980,343,173,2,372.49
981,343,144,4,122.61
982,343,179,3,348.0
983,343,13,4,196.84
984,343,176,3,483.09
985,344,52,4,415.84
986,344,163,3,378.78
987,344,140,2,389.19
988,345,115,2,491.81
989,345,20,2,481.43
990,345,189,1,191.71
991,346,68,2,84.66
992,346,66,1,168.63
993,346,182,2,24.77
994,346,83,1,387.96
995,346,161,3,247.82
996,347,19,3,265.07
997,347,48,1,394.2
998,347,41,4,273.82
999,348,57,2,333.35
1000,348,85,3,150.32
1001,348,193,4,498.33
1002,349,172,3,225.61
1003,350,63,1,342.86
1004,350,83,4,458.39
1005,350,30,4,132.01
1006,350,186,3,17.23
1007,350,133,3,259.58
1008,351,12,3,449.65
1009,351,50,3,259.38
1010,351,25,2,485.96
1011,351,198,1,315.33
1012,352,27,2,271.19
1013,352,180,4,325.05
1014,352,19,2,16.76
1015,352,184,3,23.75
1016,353,65,1,289.61
1017,353,59,3,206.78
1018,354,81,1,197.8
1019,354,31,1,322.5
1020,354,159,1,379.2
1021,354,150,1,351.94
1022,355,28,3,394.51
1023,355,78,1,144.35
1024,355,113,4,200.58
1025,355,170,1,239.62
1026,355,137,2,72.51
1027,356,163,2,152.54
1028,356,187,3,478.91
1029,356,3,2,66.0
1030,357,101,1,155.82
1031,357,192,3,109.81
1032,357,166,2,84.67
1033,357,57,3,101.19
1034,357,47,1,426.44
1035,358,166,1,148.87
1036,358,18,3,53.61
1037,358,186,4,476.01
1038,358,92,2,337.29
1039,359,159,1,450.56
1040,359,82,4,228.07
1041,359,158,3,348.26
1042,360,94,3,479.54
1043,360,44,1,160.04
1044,360,57,4,141.96
1045,360,93,2,341.39
1046,360,85,4,234.11
1047,361,142,1,92.01
1048,361,156,1,421.69
1049,361,36,2,135.3
1050,361,161,1,365.08
1051,362,162,1,407.26
1052,362,149,4,385.75
1053,362,55,1,278.04
1054,362,140,4,328.68
1055,362,39,3,199.29
1056,363,35,4,253.06
1057,363,24,4,185.11
1058,363,3,2,424.75
1059,364,194,2,225.88
1060,364,46,2,369.28
1061,365,57,4,119.72
1062,366,11,2,261.35
1063,366,93,4,237.49
1064,367,167,3,56.1
1065,368,190,3,291.42
1066,368,146,2,191.45
1067,368,97,3,295.9
1068,369,65,4,486.47
1069,369,58,4,179.68
1070,369,89,4,397.37
1071,369,155,1,253.41
1072,369,36,4,86.97
1073,370,55,2,97.52
1074,370,93,1,332.25
1075,370,107,3,361.53
1076,371,54,2,325.39
1077,371,106,1,125.62
1078,371,33,2,71.69
1079,371,132,1,445.94
1080,372,67,2,260.74
1081,372,104,1,439.86
1082,373,56,4,305.23
1083,374,57,4,302.42
1084,374,150,2,313.49
1085,375,186,3,461.56
1086,375,153,1,118.76
1087,376,5,2,263.74
1088,377,39,1,92.82
1089,377,158,1,439.49
1090,377,137,1,51.13
1091,377,169,2,451.48
1092,378,134,4,188.34
1093,378,12,4,118.6
1094,378,124,4,178.51
1095,378,190,1,215.62
1096,379,22,3,301.15
1097,379,140,4,132.61
1098,380,134,1,262.28
1099,380,97,2,345.44
1100,380,81,4,184.32
1101,380,40,4,327.53
1102,380,65,3,428.21
1103,381,157,3,495.94
1104,381,102,2,209.55
1105,381,143,4,93.47
1106,382,65,3,290.94
1107,382,199,4,369.21
1108,382,169,1,375.17
1109,382,115,2,54.64
1110,383,141,1,84.57
1111,383,163,1,403.16
1112,383,38,4,463.3
1113,384,68,2,188.56
1114,385,103,3,357.24
1115,385,153,1,473.13
1116,385,45,4,222.29
1117,385,52,3,101.4
1118,386,133,2,309.52
1119,386,173,1,183.07
1120,386,168,1,487.94
1121,386,23,3,390.94
1122,386,91,4,205.7
1123,387,189,1,459.99
1124,388,150,3,177.0
1125,388,71,2,305.15
1126,388,50,4,465.21
1127,388,148,1,134.25
1128,388,105,1,281.52
1129,389,30,3,438.68
1130,389,148,3,348.62
1131,389,97,4,386.13
1132,390,175,4,448.78
1133,390,8,4,62.55
1134,390,18,4,318.66
1135,390,57,2,401.08
1136,391,138,1,351.91
1137,391,68,2,147.21
1138,391,103,3,42.63
1139,391,46,4,160.37
1140,391,56,3,95.48
1141,392,189,2,121.26
1142,392,62,3,107.36
1143,392,52,2,418.99
1144,392,92,2,390.57
1145,393,158,1,383.3
1146,393,139,1,424.77
1147,393,96,3,248.71
1148,393,148,3,247.95
1149,394,102,2,376.33
1150,394,33,1,265.24
